Dao_title,categories,about,blockchain,followers,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/8392106e2ff53c3a848c7133099faebb.png
rena dao,['DeFi'],rgov is the first step in the creation of the rena dao to participate stake your its and rgov will be minted at ratio renaswap is one sided automated market maker based decentralized token swap protocol which utilizes token wrappers buy only liquidity pairs and circulating asset flows to amplify volume for all tokens integrated with renaswap we call this volume aggregation as it gives new life to all participating projects in the form of increased volume which attracts more liquidity increasing incentives for liquidity providers its specialized design utilizes rena our deflationary erc utility token to tap into the numerous capital flows moving through interoperating dexs and share percentage of those flows with eth rena liquidity providers,ethereum,2300,https://ipfs.io/ipfs/QmRzPftzEc8LAf4MKLFGkUVSZFLEvw6MyJLmCaw6Va1Hb2
starsharks dao,['other'],starsharks is nft gamefi ecosystem it enables players come together to build and govern new metaverse and create community culture in the shark metaverse,other,0,https://ipfs.io/ipfs/QmY5xuCicSYbWwfercX2Gho7PjKfcpp47XuJEcWCkjeVRv
ksfswap dao,"['other', 'other', 'other']",decentralized amm and yield farming staking kfo and many more on kucoin community chain,other,0,https://gateway.pinata.cloud/ipfs/QmXt62BuqMwUECQqUEhATRbdRMY2wyhej8mRu73NTLHETz
wagmisaurus dao,"['Collector', 'Media']",the wagmisaurus project was created with one goal in mind wagmi we re all going to make it uniting different nft projects and fostering growth in the web community with the new and upcoming forms of digital assets and the increasing attention to web in particular to nfts and the metaverse we see as critical mission to onboard people that are new to the space newbies might be turned away or feel lost due to the complexity and nuances of owning investing and collecting digital assets that where the wagmisaurus project and dao comes in creating safe environment with learning curve that is reduced and made smooth due to the our critical members and learning resources provided to any new members of the dao,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/xET2su5A_400x400.jpg
stoned apez dao,['Collector'],of the most stoned nft project,ethereum,7500,https://ipfs.io/ipfs/QmVBwcgvk254t8TK7mbEdmVh3Jgj4vmeFkyTG8FoysizY4
lava financial dao,['other'],welcome to the most explosive place in defi,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/BgRirA-0_400x400.jpg
forcedao,"['Venture Capital', 'Social']",quantitative hedge fund for defi forcedao is collective of investment strategists working to identify and productize alpha across defi we started with yield automation on ethereum and have begun expanding with new products on polygon,ethereum,13800,https://ipfs.io/ipfs/QmULAx1wP7UcnhhfppNouggMhuytVhHRrsXug4hyRLdNx5
star gate dao,['Gaming'],members will also join the stargate dao where they will vote on topics such as future benefits royalty decisions etc,other,0,https://rocketpool.net/files/rpl-icon-200x200.png
rocket pool dao,['Protocol'],rocket pool is the first truly decentralised ethereum staking pool rocket pool is first of its kind eth proof of stake protocol designed to be community owned decentralised trustless and compatible with staking in ethereum it was first conceived in late and has since had over successful public betas over the life span of eth development,ethereum,16000,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/vcvBsmsA_400x400.jpg
uniwhales dao,"['DAO Tools', 'DeFi']",cutting edge defi data analytics,ethereum,15700,https://ipfs.io/ipfs/QmYuCbDXRnhDfmn24c9oh3fxCaMeSyE9ucn8CtK9shHn2u
tranchess dao,['Protocol'],we developed tranchess because we saw the market need and wanted to use such protocol to help better manage our portfolios while making crypto investments,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/so8jjWOm_400x400.jpg
cream finance dao,['Protocol'],finance is decentralized lending protocol for individuals and protocols to access financial services the protocol is permissionless transparent and non custodial currently is live on ethereum binance smart chain and fantom finance smart contract money markets are focused on longtail assets with the goal of increasing capital efficiency for all assets in crypto markets users are able to lend any supported assets on our markets and use the provided capital as collateral to borrow another supported asset offers wide range of tokens on our money markets including stablecoins usdt usdc busd interest bearing stablecoins ycrv yycrv defi tokens yfi sushi cream cream lp tokens usdc eth slp wbtc eth slp and other eth link this list is not exhaustive,ethereum,93600,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/14HQHq5F_400x400.jpg
apy.finance dao,['DeFi'],apy finance makes it easy for individual traders to maximize their opportunities within sophisticated crypto markets,binance,27900,https://pbs.twimg.com/profile_images/1463931234472509441/D0QThGaI_400x400.jpg
alexdao,"['other', 'other', 'other', 'other']",peopledao is metadao governed by people token from the people to the people for the people,other,0,https://pbs.twimg.com/profile_images/1353772983001571328/SNlMZLX1_400x400.jpg
keyfi dao,['DeFi'],intelligent tools for managing your defi portfolio keyfi is an app based platform for managing decentralized finance defi manage your assets across multiple protocols including compound aave and others with the keyfi app users can swap stake rebalance deposit and withdraw their assets all from one platform the platform also offers token staking incentives that require unique decentralized identity credential which is powered by selfkey,ethereum,2500,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/-MxLdP7H_400x400.jpg
super shiba club dao,['Collector'],super shibas are unique nft shibas each come with different art and design,ethereum,8500,https://ipfs.io/ipfs/QmPe9Mr1JiLwxK6fDpt9hTQFRwPSu6BkFpVr5LHHwHQmWh
gmdao,"['other', 'other', 'other', 'other']",community of nft collectors artists investors,other,0,https://ipfs.io/ipfs/QmQXfYrsyS2xrHyRVQq1jAGbTURzCG2nzr9kGi2AwAN7Rz
alchemist dao,['DeFi'],alchemist is community built hub incubator building fair transparent crypto ecosystem there is no dev team there is no company there is only community of alchemists figuring out what to build in the open there is no roadmap an alchemist never makes forward looking statements simply because the future is unpredictable alchemist is community driven builders hub and incubator working with like minded developers to finance incubate and empower small agile teams building products that promote fairer and more transparent crypto ecosystem whilst growing the alchemist community some popular alchemist projects include copper the platform for open transparent and user friendly participation in balancer liquidity bootstrapping pools and crucible the smart contract non custodial staking wallet and nft,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/uDnhMK0J_400x400.jpg
oceandao,['Protocol'],this grants dao curates the ecosystem of ocean protocol marketplace and automatic market maker for tokenized datasets including layered access to private data,ethereum,11200,https://ipfs.io/ipfs/QmQ8QHazdwhQpG5UvXqApqqeiaHSaSHjgZvh2dpmYQE69j
shremhouse dao,"['other', 'other', 'other', 'other', 'other']",decentralized venture based on dao shremhouse was established in and has four core teams when we knocked down the first letter of the white paper we were deeply excited we are very happy to be able to establish decentralized investment institution to provide transparent and clear information for all people who love and enjoy the gospel brought by blockchain technology income dao is our organizational form we believe that the outstanding features of blockchain such as transparency security and freedom can help investment institutions with dao as the organizational form to bring more efficient and high yield investment portfolios and every partner in the community can enjoy the transparent and efficient return brought by dao we are committed to investments based on metaverse and web technologies both games bbs and nft markets will become the investment targets of our community community members are eligible to vote on shremhouse investment targets share profits and share risks two years ago when we decided to enter the block world we believed that this was the future and we believed that when we truly entered the meta universe years later we hope that the blueprint of the meta universe will be constructed by every member of the shremhouse community,other,0,https://ipfs.io/ipfs/QmdJv5ULBXBm7UzHbY27geg44Ue7nwrCXxiDwF9MBzjJrQ
mad realities dao,"['other', 'other', 'other', 'other']",he world first interactive dating show where the community decides what happens and who happens,other,0,https://ipfs.io/ipfs/QmUm57QohLvuigy733YWobxVAakBrmHWF2GPSpo5k8LAm1
sphere finance dao,['DeFi'],the center of defi earn revenue from multiple innovative streams by holding one token,other,0,https://ipfs.io/ipfs/QmUa5m9vPaoFD1BNwkd5jKNEmLtM2TRHKZX6eqCPJzCLbQ
gnars dao,"['Grant', 'Social Impact']",community of extreme sports enthusiasts helping nouns athletes reach the people places and things that bring out their best,other,0,https://ipfs.io/ipfs/QmPy6qLp1LwdLSasZ3roU3yf6Asda48dokvyuJost4kx7F
niftyx protocol dao,"['Protocol', 'DeFi']",protocols and building primitives for the open metaverse niftyx is building the infrastructure required to easily deploy and connect niche focused global nft markets ensuring neutral playing field for creators users and private firms,ethereum,4900,https://pbs.twimg.com/profile_images/1484336382567141377/G9fNENmv_400x400.jpg
whitehatdao,"['other', 'Protocol', 'DAO Tools']",our mission is to provide high level security integration for web communities who are aligned with our vision,other,0,https://daohq-dao-images.s3.us-east-2.amazonaws.com/images/Cu_w0zY5_400x400.jpg
pawn finance dao,"['DeFi', 'Protocol']",lending leasing market to provide fair appraisal and liquidity for non standard assets the first defi product of its kind pawnfi com is brand new lending and leasing market it appraises liquidates and provides use cases for non standard assets nsas supported nsas include non fungible tokens nfts liquidity provider tokens lp tokens tokenized rights minor crypto currencies and bundled assets with the development of metaverse more nsas will emerge and how these assets are priced traded and liquidated will be crucial to the revolution of the entire financial industry to stay ahead of the evolutionary metaverse pawnfi com strives to allow asset holders to access diversified cash flow and to maximize their asset efficiency,binance,49500,https://pbs.twimg.com/profile_images/1390272005409226753/X-PNs-II_400x400.jpg
