,Dao_title,categories,about,simdaos,chain
93,DAOHQ - 3x3punks DAO,"[' 3x3punks.com Discord  Twitter ', ' 3x3punks.com', ' Discord ', ' Twitter ']","3x3Punks is a collection of 10,001 generated 3D brick Punks with all attributes and color palette inspired from Cryptopunks with carefully selected real-life Lego color background and stylized light environment from dawn to sunset make it more colorful.
",[],[]
94,DAOHQ - Tokenomics DAO,['Service'],"The Tokenomics DAO increases the collective understanding of tokenomics in web3 by providing relevant content and services to web3 users, builders and investors. Our DAO will be an accessible community of content producers, tool developers and trusted consultants.
 A community of people interested in tokenomics. Learning, discussing and teaching how tokenomics can be used in web2 and web3 projects. We produce educational content and consult others on how to implement their tokenomics.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']",[]
95,DAOHQ - leek DAO,"[' ww.leek.la Twitter ', ' ww.leek.la', ' Twitter ']","Look for those bruised and bruised leeks scattered around every corner, and the leeks community will pick them up!
",[],[]
96,DAOHQ - Spear Finance  DAO,"['DeFi', 'Investment']","A 10 year financial ecosystem designed for sustainable passive income
","['About', 'ACryptoS', '88mph', '80Acres DAO', '1inch Network']",['Avalanche']
97,DAOHQ - Minotaur Money DAO,['Venture Capital'],"Decentralized Reserve Currency and VC on Cronos Network
 Minotaur.Money is a reserve currency and decentralized VC on the Cronos Network that employs transaction tax redistribution to stakers as a holding incentive!
Its reserve currency asset, MINO, is backed by a mixed basket of assets (e.g., CRO, WBTC, WETH, DAI) in the Treasury, and the Treasury assets are deployed to make profit for the DAO. The protocol employs Fractionality to enable treasury funds to be deployed for decentralized VC, cross-chain liquidity farming, or incentivizing votes for liquidity rewards. Additional staking of wsMINO tokens provides extra rewards for MINO stakers! The Minotaur.Money protocol employs the dynamics of staking and minting (aka bonding) to create a crypto-denominated reserve currency in the Cronos ecosystem.
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']",['3.0K']
98,DAOHQ - Sarcophagus DAO,['DAO Tools'],"A decentralized dead man’s switch application built on ETH and Arweave
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '6.6K']"
99,DAOHQ - Nuke Vaults DAO,"[' www.nukevaults.com Twitter ', ' www.nukevaults.com', ' Twitter ']","Nuke Vaults was created with the mission to become a simple, secure and easy to use dapp to get Yield on Stablecoins in Layer 2 and Sidechains.
",[],[]
100,DAOHQ - Badger DAO,"['DeFi', 'Service']","Building Products to Bring BTC to DeFi.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '57.0K']"
101,DAOHQ - BLOCKS DAO,['0x8a6d4...024eb'],"Connecting Industries to Blockchain in The World’s First DAO, LLC
",[],[]
102,DAOHQ - Rena DAO,['DeFi'],"rGov is the first step in the creation of the RENA DAO, to participate, stake your ITS and rGov will be minted at a 1:100 ratio.
 RenaSwap is a one-sided automated market maker-based decentralized token swap protocol which utilizes token wrappers, buy-only liquidity pairs, and circulating asset flows to amplify volume for all tokens integrated with RenaSwap. We call this Volume Aggregation as it gives new life to all participating projects in the form of increased volume, which attracts more liquidity, increasing incentives for Liquidity Providers. Its specialized design utilizes RENA, our deflationary ERC-20 utility token, to tap into the numerous capital flows moving through interoperating DEXs and share a percentage of those flows with ETH/RENA liquidity providers.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '2.3K']"
103,DAOHQ - StarSharks DAO,['0xc3028...d7eb3'],"StarSharks is a NFT-GameFi ecosystem. It enables players come together to build and govern a new metaverse and create a community culture in the Shark-metaverse.
",[],[]
104,DAOHQ - KsfSwap DAO,"[' ksfswap-frontend.netlify.app Twitter ', ' ksfswap-frontend.netlify.app', ' Twitter ']","Decentralized AMM and Yield Farming, Staking, KFO and many more on KuCoin Community Chain.
",[],[]
105,DAOHQ - WagmiSaurus DAO,"['Collector', 'Media']","The wagmiSaurus Project was created with one goal in mind - WAGMI - We’re All Going to Make It. Uniting different NFT projects and fostering growth in the web3 community
 With the new and upcoming forms of digital assets and the increasing attention to web3 (in particular to NFTs) and the Metaverse, we see as a critical mission to onboard people that are new to the space. ‘Newbies’ might be turned away or feel lost due to the complexity and nuances of owning, investing and collecting digital assets. That’s where the WagmiSaurus Project and DAO comes in, creating a safe environment with a learning curve that is reduced and made smooth due to the our critical members and learning resources provided to any new members of the DAO.
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']",['2.1K']
106,DAOHQ - Stoned Apez DAO,['Collector'],"6,969 of the most stoned NFT project
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '7.5K']"
107,DAOHQ - Lava Financial DAO,['0xf53cc...e1b53'],"Welcome to the most explosive place in DeFi.
",[],['16.6K']
108,DAOHQ - ForceDAO,"['Venture Capital', 'Social']","Quantitative Hedge Fund for DeFi
 ForceDAO is a collective of investment strategists working to identify and productize alpha across DeFi. We started with Yield Automation on Ethereum, and have begun expanding with new products on Polygon.
","['Audacity Fund', 'ForceDAO', 'Carib DAO', 'BuidlersTribe']","['Ethereum', '13.8K']"
109,DAOHQ - Star Gate Dao,['Gaming'],"Members will also join the Stargate DAO, where they will vote on topics such as future benefits, royalty decisions, etc.
","['Blockade Games', 'Aurory', 'BreederDAO', 'Collar Informer']",['Solana']
110,DAOHQ - Rocket Pool DAO,['Protocol'],"Rocket Pool is the first truly decentralised Ethereum staking pool.
 Rocket Pool is a first of its kind ETH2 Proof of Stake Protocol, designed to be community owned, decentralised, trustless and compatible with staking in Ethereum 2.0. It was first conceived in late 2016 and has since had over 5 successful public betas over the life span of ETH2 development.
","['About', 'APWine', 'API3', 'Aave', 'ARCx']","['Ethereum', '16.0K']"
111,DAOHQ - UniWhales DAO,"['DAO Tools', 'DeFi']","Cutting edge DeFi data analytics
","['88mph', 'APY Vision', '0x', '1inch Network']","['Ethereum', '15.7K']"
112,DAOHQ - Tranchess DAO,['Protocol'],"We developed Tranchess because we saw the market’s need and wanted to use such a protocol to help better manage our portfolios while making crypto investments.
","['Aave', 'ARCx', 'APWine', 'API3']",['Binance']
113,DAOHQ - Cream Finance DAO,['Protocol'],"C.R.E.A.M. Finance is a decentralized lending protocol for individuals and protocols to access financial services.
 The protocol is permissionless, transparent, and non-custodial. Currently, C.R.E.A.M. is live on Ethereum, Binance Smart Chain, and Fantom.
C.R.E.A.M. Finance’s smart contract money markets are focused on longtail assets – with the goal of increasing capital efficiency for all assets in crypto markets.
Users are able to lend any supported assets on our markets, and use the provided capital as collateral to borrow another supported asset.
C.R.E.A.M. offers a wide range of tokens on our money markets, including: stablecoins (USDT, USDC, BUSD); interest-bearing stablecoins (yCRV, yyCRV); defi tokens (YFI, SUSHI, CREAM, CREAM); LP-tokens (USDC-ETH SLP, WBTC-ETH SLP); and other cryptocurrencies (ETH, LINK). This list is not exhaustive.
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '93.6K']"
114,DAOHQ - APY.Finance DAO,['DeFi'],"APY.Finance makes it easy for individual traders to maximize their opportunities within sophisticated crypto markets
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Binance', '27.9K']"
115,DAOHQ - AlexDAO,"[' www.people-dao.com Discord  Twitter ', ' www.people-dao.com', ' Discord ', ' Twitter ']","PeopleDAO is a metaDAO governed by $PEOPLE token. From the people, To the people, For the people.
",[],['19.6K']
116,DAOHQ - KeyFi DAO,['DeFi'],"Intelligent tools for managing your #DeFi portfolio
 KeyFi is an app-based platform for managing decentralized finance (DeFi). Manage your assets across multiple protocols, including Compound, Aave and others. With the KeyFi app users can swap, stake, rebalance, deposit and withdraw their assets all from one platform. The platform also offers token staking incentives that require a unique decentralized identity credential, which is powered by SelfKey.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']","['Ethereum', '2.5K']"
117,DAOHQ - Super Shiba Club DAO,['Collector'],"Super Shibas are 10,000 unique NFT Shibas each come with different art and design.
","['BAYC', 'Baby Wealthy Club', 'APE DAO', 'Async Art']","['Ethereum', '8.5K']"
118,DAOHQ - gmdao,"[' gmdao.ai Discord  Twitter ', ' gmdao.ai', ' Discord ', ' Twitter ']","Community of NFT collectors, artists & investors.
",[],['2.5K']
119,DAOHQ - Alchemist DAO,['DeFi'],"Alchemist is a community-built hub & incubator, building a fair & transparent crypto ecosystem
 There is no “dev team”. There is no company. There is only a community of Alchemists figuring out what to build in the open.
There is no roadmap. An Alchemist never makes forward-looking statements, simply because the future is unpredictable.
Alchemist is a community driven builders hub and Incubator, working with like minded developers to finance, incubate and empower small agile teams; building products that promote a fairer and more transparent crypto ecosystem whilst growing the Alchemist community.
Some popular Alchemist projects include Copper, the platform for open, transparent, and user-friendly participation in Balancer Liquidity Bootstrapping Pools and Crucible, the smart contract, non-custodial, staking wallet and NFT.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['17.4K']
120,DAOHQ - OceanDAO,['Protocol'],"This grants DAO curates the ecosystem of Ocean protocol - a marketplace and Automatic Market Maker for tokenized datasets, including layered access to private data.
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '11.2K']"
121,DAOHQ - ShremHouse DAO,"[' shrem.io Discord  Twitter  Whitepaper ', ' shrem.io', ' Discord ', ' Twitter ', ' Whitepaper ']","A decentralized venture based on DAO
 ShremHouse was established in 2020 and has four core teams. When we knocked down the first letter of the white paper, we were deeply excited. We are very happy to be able to establish a decentralized investment institution to provide transparent and clear information for all people who love and enjoy the gospel brought by blockchain technology. income.
DAO is our organizational form. We believe that the outstanding features of blockchain, such as decentralization, transparency, security, and freedom, can help investment institutions with DAO as the organizational form to bring more efficient and high-yield investment portfolios, and Every partner in the community can enjoy the transparent and efficient return brought by DAO.
We are committed to investments based on Metaverse and Web30 technologies. Both games, BBS, and NFT markets will become the investment targets of our community. Community members are eligible to vote on ShremHouse’s investment targets, share profits and share risks.
Two years ago, when we decided to enter the block world, we believed that this was the future, and we believed that when we truly entered the meta-universe 50 years later, we hope that the blueprint of the meta-universe will be constructed by every member of the ShremHouse community .
",[],['6.4K']
122,DAOHQ - Mad Realities DAO,"[' ties.xyz Discord  Twitter ', ' ties.xyz', ' Discord ', ' Twitter ']","he world’s first interactive dating show where the community decides what happens (and who happens).
",[],['1.9K']
123,DAOHQ - Sphere Finance DAO,['DeFi'],"The center of DeFi - earn revenue from multiple innovative streams by holding one token.
","['88mph', '80Acres DAO', 'ACryptoS', '1inch Network']",['31.7K']
124,DAOHQ - Gnars DAO,"['Grant', 'Social Impact']","Community of extreme sports enthusiasts helping Nouns Athletes reach the people, places and things that bring out their best.
","['Yam', 'MCN Ventures', 'Gnars DAO', 'The Sanctuary']",['377.0']
125,DAOHQ - Niftyx Protocol DAO,"['Protocol', 'DeFi']","Protocols and building primitives for the Open Metaverse
 Niftyx is building the infrastructure required to easily deploy and connect niche-focused global NFT markets ensuring a neutral playing field for creators, users and private firms.
","['Aave', 'ARCx', 'APWine', 'API3']","['Ethereum', '4.9K']"
126,DAOHQ - WhitehatDAO,"['Service', 'Protocol', 'DAO Tools']","Our mission is to provide high level security integration for Web3 communities who are aligned with our vision.
","['80Acres DAO', 'Aragon', 'AngelDAO', 'AladdinDAO']",[]
