age,gender,country,city,income,blockchains,category,choice
41,female,UK,Glasgow,40000,"['Flow', 'Solana', 'Ripple']","['music', 'sports', 'books']",Pop DubstepSoccer/football Cricket Table TennisHistorical Fiction Fantasy Science Fiction
92,other,US,Philadelphia,40000,['Ripple'],"['music', 'sports', 'finance']",CountryCricketWealth Management
48,male,UK,London,110000,"['Ripple', 'Ethereum']","['books', 'travel', 'finance']",Science Fiction Mysteries ThrillersVolunteer Travel The Weekend Break Business TravelBanking
21,female,India,Hyderabad,30000,['Polygon'],"['music', 'sports', 'books']",Country ElectronicDanceMusicTennis Field HockeyFantasy Historical Fiction Thrillers
24,other,India,Chennai,80000,['Avalanche'],"['sports', 'books']",TennisThrillers Romance
76,male,UK,Leeds-Bradford,20000,[],"['music', 'sports', 'travel', 'finance']",Pop Country ElectronicDanceMusicSoccer/football Tennis CricketThe Caravan/RV Road Trip The Package Holiday The Group TourStock Market
39,female,India,Hyderabad,90000,"['Ethereum', 'Polygon']","['music', 'books', 'travel', 'finance']",ElectronicDanceMusic Techno PopScience Fiction MysteriesThe Weekend BreakStock Market Mutual Funds Wealth Management
40,female,India,Ahmedabad,75000,"['Bitcoin', 'Solana', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Techno Jazz PopCricketHistorical Fiction MysteriesEvent Travel The Caravan/RV Road Trip Long Term Slow TravelBanking Treasury/Debt Instruments
78,female,UK,Newcastle,80000,[],"['sports', 'books', 'travel', 'finance']",Table Tennis Basketball Field HockeyRomance Mysteries ThrillersLong Term Slow Travel The Package HolidayTreasury/Debt Instruments
80,other,UK,London,110000,"['Ethereum', 'Bitcoin']","['music', 'sports', 'travel', 'finance']",Jazz Rock ElectronicDanceMusicCricketThe Caravan/RV Road TripStock Market Tax/Audit Consulting Insurance
12,other,India,Kolkata,80000,"['Bitcoin', 'Avalanche']","['music', 'sports', 'travel', 'finance']",Rock DubstepBasketball Cricket Table TennisVisiting FriendsWealth Management
44,female,India,Hyderabad,65000,[],"['music', 'sports', 'travel']",RhythmandBlues(R&B)Cricket Basketball Field HockeyThe Caravan/RV Road Trip Business Travel
75,female,UK,Manchester,45000,"['Polygon', 'Cardano', 'Binance Smart Chain']","['music', 'sports', 'books', 'finance']",Dubstep Pop RockCricket VolleyballScience Fiction ThrillersProfessional Advisory Wealth Management Tax/Audit Consulting
33,other,UK,London,70000,[],"['music', 'sports', 'books', 'travel', 'finance']",CountryBadminton Volleyball CricketThrillers MysteriesBusiness TravelBanking Treasury/Debt Instruments
40,female,UK,Leeds-Bradford,60000,['Polygon'],"['music', 'sports', 'travel', 'finance']",Jazz RhythmandBlues(R&B)Soccer/football BadmintonThe Caravan/RV Road Trip Business TravelTax/Audit Consulting Insurance
32,female,US,San Antonio,10000,"['Polygon', 'Cardano', 'Solana']","['music', 'sports', 'books', 'finance']",ElectronicDanceMusic Jazz RhythmandBlues(R&B)Volleyball CricketThrillers Romance MysteriesTreasury/Debt Instruments Insurance Mutual Funds
21,other,UK,Southampton-Portsmouth,75000,['Avalanche'],"['music', 'sports', 'books', 'finance']",Pop JazzTennis Badminton Field HockeyRomanceProfessional Advisory Stock Market Mutual Funds
18,female,UK,Newcastle,60000,"['Flow', 'Bitcoin', 'Cardano']","['sports', 'finance']",Badminton Cricket Soccer/footballBanking Insurance
35,other,India,Delhi,60000,"['Solana', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic Dubstep JazzBasketballFantasy MysteriesThe Group TourBanking
63,other,US,San Antonio,105000,['Bitcoin'],"['sports', 'books', 'travel', 'finance']",CricketHistorical Fiction Mysteries ThrillersThe Caravan/RV Road Trip The Package Holiday Visiting FriendsMutual Funds
44,male,India,Delhi,50000,[],"['music', 'sports', 'books', 'travel', 'finance']",Dubstep RockVolleyball CricketScience FictionVolunteer Travel The Weekend Break The Caravan/RV Road TripTax/Audit Consulting Stock Market
65,male,US,Houston,80000,"['Flow', 'Avalanche', 'Ripple']","['music', 'sports', 'finance']",Jazz Techno DubstepBasketball Tennis BadmintonProfessional Advisory Tax/Audit Consulting Wealth Management
74,other,India,Delhi,65000,[],"['music', 'sports', 'books', 'travel', 'finance']",Jazz Dubstep CountryBadminton Soccer/football TennisScience Fiction FantasyEvent TravelStock Market Tax/Audit Consulting Insurance
10,other,India,Bangalore,115000,['Flow'],"['music', 'sports', 'books', 'finance']",ElectronicDanceMusic TechnoTennisScience Fiction Romance ThrillersInsurance Treasury/Debt Instruments Mutual Funds
66,female,India,Pune,45000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",Country ElectronicDanceMusic PopBasketball TennisRomance Historical FictionBusiness Travel The Gap Year The Weekend BreakTax/Audit Consulting Banking Professional Advisory
73,male,US,Los Angeles,110000,"['Ripple', 'Ethereum', 'Solana']","['music', 'books', 'finance']",JazzFantasy Mysteries ThrillersBanking Wealth Management Treasury/Debt Instruments
74,other,UK,Birmingham-Wolverhampton,40000,"['Cardano', 'Bitcoin', 'Flow']","['music', 'sports', 'books', 'travel', 'finance']",CountryBadmintonRomance ThrillersThe Caravan/RV Road Trip The Package Holiday The Gap YearMutual Funds
19,other,India,Bangalore,15000,"['Avalanche', 'Cardano', 'Bitcoin']","['sports', 'books', 'travel']",Basketball Table Tennis BadmintonScience Fiction FantasyThe Package Holiday Volunteer Travel
40,female,US,Philadelphia,20000,"['Solana', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",Pop CountryBasketball BadmintonFantasy MysteriesEvent Travel The Caravan/RV Road Trip Long Term Slow TravelMutual Funds Tax/Audit Consulting Professional Advisory
51,female,India,Chennai,85000,"['Solana', 'Polygon', 'Ripple']","['music', 'books', 'travel', 'finance']",Rock Pop ElectronicDanceMusicMysteries ThrillersThe Caravan/RV Road Trip The Gap Year Volunteer TravelStock Market
93,other,UK,Birmingham-Wolverhampton,40000,[],"['music', 'sports', 'books', 'travel', 'finance']",RockCricket Field Hockey Table TennisRomanceVolunteer Travel The Gap YearWealth Management Insurance
90,female,US,Houston,25000,"['Cardano', 'Bitcoin', 'Polygon']","['books', 'travel', 'finance']",Thrillers FantasyBusiness Travel The Caravan/RV Road Trip Long Term Slow TravelMutual Funds Stock Market
77,other,India,Mumbai,110000,"['Flow', 'Binance Smart Chain', 'Bitcoin']","['sports', 'books', 'travel', 'finance']",TennisHistorical Fiction ThrillersVolunteer TravelMutual Funds
65,male,US,Philadelphia,55000,['Avalanche'],"['music', 'books', 'travel', 'finance']",Techno PopFantasy MysteriesThe Group TourMutual Funds
56,male,India,Hyderabad,85000,['Polygon'],"['sports', 'travel', 'finance']",Table TennisEvent Travel Long Term Slow TravelTreasury/Debt Instruments Insurance
17,other,US,Dallas,65000,['Bitcoin'],"['music', 'sports', 'books', 'travel']",DubstepField Hockey Cricket BasketballThrillersThe Caravan/RV Road Trip
99,other,UK,London,55000,[],"['music', 'sports', 'books', 'travel', 'finance']",ElectronicDanceMusic JazzVolleyball TennisRomance ThrillersBusiness Travel Event TravelTax/Audit Consulting Treasury/Debt Instruments
10,other,US,Dallas,15000,[],"['music', 'sports', 'travel']",Techno CountryCricketThe Weekend Break The Package Holiday
17,male,UK,Birmingham-Wolverhampton,85000,"['Binance Smart Chain', 'Ethereum', 'Ripple']","['sports', 'travel', 'finance']",VolleyballVisiting Friends Long Term Slow TravelBanking Wealth Management
79,female,US,Los Angeles,15000,"['Cardano', 'Solana', 'Bitcoin']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B) DubstepCricket Badminton Soccer/footballMysteriesThe Caravan/RV Road Trip Volunteer Travel Long Term Slow TravelStock Market Mutual Funds Wealth Management
69,male,India,Ahmedabad,105000,"['Ripple', 'Solana', 'Flow']","['sports', 'books', 'travel', 'finance']",Table Tennis Field Hockey VolleyballScience FictionThe Group TourTax/Audit Consulting
80,female,US,Dallas,60000,['Avalanche'],"['sports', 'books']",Badminton Volleyball Field HockeyFantasy Historical Fiction Science Fiction
55,male,India,Kolkata,40000,['Bitcoin'],"['music', 'sports', 'books', 'travel']",TechnoBasketball Field Hockey BadmintonFantasy Science Fiction RomanceThe Caravan/RV Road Trip The Gap Year
14,other,US,San Antonio,95000,"['Solana', 'Cardano', 'Avalanche']","['music', 'sports', 'travel']",Rock DubstepVolleyball CricketBusiness Travel The Package Holiday The Gap Year
96,other,US,Phoenix,100000,"['Cardano', 'Binance Smart Chain', 'Bitcoin']","['music', 'travel', 'finance']",PopEvent Travel Long Term Slow Travel The Weekend BreakStock Market Wealth Management Insurance
98,other,UK,Leeds-Bradford,85000,['Polygon'],['finance'],Stock Market Tax/Audit Consulting
74,other,India,Bangalore,95000,['Ethereum'],"['music', 'sports', 'books', 'travel']",JazzTable Tennis Soccer/footballMysteriesEvent Travel The Package Holiday Volunteer Travel
60,other,India,Ahmedabad,10000,"['Bitcoin', 'Solana']","['music', 'sports', 'books']",Pop Dubstep RockField HockeyMysteries Historical Fiction Thrillers
11,male,US,Dallas,90000,['Ethereum'],"['sports', 'books', 'finance']",CricketFantasyStock Market Professional Advisory Banking
45,other,US,Phoenix,95000,"['Solana', 'Avalanche', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",DubstepTable Tennis CricketHistorical Fiction Thrillers MysteriesVisiting Friends The Weekend BreakTax/Audit Consulting Banking
74,female,US,NewYorkCity,100000,"['Polygon', 'Binance Smart Chain', 'Flow']","['sports', 'books', 'finance']",Field Hockey Table Tennis Soccer/footballScience Fiction FantasyWealth Management Insurance Tax/Audit Consulting
83,female,UK,Leeds-Bradford,80000,"['Polygon', 'Ripple', 'Flow']","['music', 'sports']",Country Rock DubstepField Hockey Cricket
13,male,US,San Antonio,30000,['Ripple'],"['books', 'travel', 'finance']",Historical FictionVolunteer Travel The Group Tour The Caravan/RV Road TripTax/Audit Consulting Professional Advisory Insurance
15,other,India,Ahmedabad,100000,[],"['music', 'sports', 'travel', 'finance']",RhythmandBlues(R&B) TechnoField HockeyVolunteer TravelBanking Insurance
47,female,UK,Glasgow,80000,[],"['music', 'sports', 'finance']",Techno Jazz PopBasketball Cricket TennisWealth Management Mutual Funds Insurance
75,other,UK,Newcastle,60000,[],"['music', 'books', 'travel']",RockHistorical FictionBusiness Travel The Group Tour Volunteer Travel
84,male,US,Philadelphia,10000,"['Ethereum', 'Binance Smart Chain']","['music', 'travel', 'finance']",Pop RhythmandBlues(R&B)Event TravelWealth Management Banking Mutual Funds
44,male,India,Mumbai,30000,"['Binance Smart Chain', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Badminton Cricket VolleyballFantasyVisiting Friends Volunteer Travel The Group TourWealth Management Professional Advisory Stock Market
11,other,UK,London,85000,[],"['music', 'sports', 'travel']",RhythmandBlues(R&B)Cricket Badminton TennisThe Group Tour Volunteer Travel Event Travel
66,male,India,Chennai,45000,"['Solana', 'Ethereum']","['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Tennis Volleyball Table TennisHistorical Fiction Science Fiction ThrillersThe Group Tour Volunteer Travel Long Term Slow TravelWealth Management Treasury/Debt Instruments Banking
36,male,US,Chicago,30000,[],"['music', 'books', 'travel', 'finance']",RhythmandBlues(R&B) Rock TechnoHistorical Fiction Science Fiction RomanceThe Package Holiday Event Travel Long Term Slow TravelTax/Audit Consulting Wealth Management Mutual Funds
46,other,UK,Southampton-Portsmouth,60000,"['Solana', 'Flow']","['sports', 'books', 'travel']",Table Tennis Field HockeyScience Fiction Fantasy MysteriesThe Weekend Break
12,female,UK,Liverpool,70000,['Flow'],"['music', 'finance']",JazzTreasury/Debt Instruments Mutual Funds
50,male,UK,Liverpool,65000,"['Flow', 'Cardano']","['music', 'books', 'travel', 'finance']",ElectronicDanceMusic RockHistorical Fiction MysteriesBusiness Travel Long Term Slow Travel Visiting FriendsTreasury/Debt Instruments Insurance
45,other,UK,Birmingham-Wolverhampton,50000,"['Ethereum', 'Flow']","['sports', 'books', 'travel', 'finance']",Tennis VolleyballMysteriesThe Package Holiday The Weekend Break Event TravelMutual Funds Tax/Audit Consulting
13,male,US,Phoenix,35000,['Polygon'],"['music', 'sports', 'books', 'travel', 'finance']",RhythmandBlues(R&B)Tennis Table Tennis Soccer/footballFantasyEvent TravelWealth Management Insurance Banking
60,male,US,Chicago,110000,"['Ripple', 'Ethereum']","['music', 'sports', 'books', 'travel']",TechnoField Hockey Cricket BasketballHistorical FictionVolunteer Travel The Caravan/RV Road Trip Long Term Slow Travel
61,other,UK,Newcastle,50000,[],"['music', 'sports', 'books', 'travel', 'finance']",PopField Hockey CricketHistorical Fiction Science Fiction RomanceThe Gap Year Business Travel Long Term Slow TravelWealth Management Treasury/Debt Instruments Stock Market
18,other,US,Phoenix,60000,"['Cardano', 'Binance Smart Chain']","['music', 'books', 'travel']",Jazz Pop TechnoFantasyThe Gap Year The Package Holiday Business Travel
53,female,US,Houston,50000,[],"['sports', 'travel', 'finance']",Tennis CricketVolunteer TravelWealth Management Insurance
90,other,UK,Birmingham-Wolverhampton,5000,"['Solana', 'Flow', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",Country ElectronicDanceMusicVolleyballThe Caravan/RV Road Trip Volunteer TravelTax/Audit Consulting Stock Market
15,other,India,Delhi,75000,"['Avalanche', 'Flow']","['music', 'books', 'finance']",RhythmandBlues(R&B)Fantasy Thrillers MysteriesStock Market Insurance
78,other,India,Bangalore,70000,"['Avalanche', 'Binance Smart Chain']","['sports', 'books', 'travel', 'finance']",Field Hockey Basketball CricketFantasy Thrillers Science FictionVisiting Friends Business TravelBanking
98,female,US,Los Angeles,30000,"['Solana', 'Avalanche']","['music', 'sports', 'books', 'travel', 'finance']",Dubstep CountryBasketball Volleyball TennisThrillersThe Caravan/RV Road Trip Volunteer Travel Long Term Slow TravelInsurance Treasury/Debt Instruments
53,other,India,Mumbai,40000,"['Ethereum', 'Flow', 'Bitcoin']","['music', 'sports', 'books', 'travel']",ElectronicDanceMusicTennisHistorical FictionVolunteer Travel The Package Holiday
75,female,UK,London,20000,['Avalanche'],"['music', 'sports', 'books', 'travel', 'finance']",Jazz Techno ElectronicDanceMusicBadmintonHistorical Fiction Thrillers Science FictionThe Weekend Break Event TravelMutual Funds
82,male,India,Hyderabad,85000,[],"['music', 'sports', 'books', 'finance']",ElectronicDanceMusic RhythmandBlues(R&B) TechnoVolleyballHistorical Fiction FantasyMutual Funds Treasury/Debt Instruments Insurance
99,other,US,Phoenix,60000,"['Binance Smart Chain', 'Avalanche', 'Solana']","['music', 'sports', 'books', 'finance']",RhythmandBlues(R&B) Techno CountryCricket Badminton VolleyballThrillers RomanceProfessional Advisory Banking Mutual Funds
91,female,India,Ahmedabad,100000,['Solana'],"['music', 'sports', 'books']",DubstepTable TennisScience Fiction Romance Mysteries
38,male,UK,Southampton-Portsmouth,10000,['Bitcoin'],['books'],Science Fiction Romance
67,female,UK,Liverpool,5000,"['Cardano', 'Avalanche', 'Flow']","['music', 'books', 'travel', 'finance']",Rock PopFantasyThe Weekend BreakWealth Management Professional Advisory Mutual Funds
87,other,UK,Birmingham-Wolverhampton,70000,"['Ripple', 'Binance Smart Chain']","['music', 'sports', 'travel', 'finance']",Pop Dubstep ElectronicDanceMusicTennisThe Gap Year The Weekend Break The Package HolidayMutual Funds Professional Advisory
52,female,US,NewYorkCity,45000,"['Solana', 'Binance Smart Chain']","['music', 'sports', 'books', 'travel', 'finance']",CountryTennis Field Hockey Soccer/footballRomanceThe Group Tour Long Term Slow Travel Visiting FriendsTreasury/Debt Instruments Professional Advisory
94,female,India,Chennai,105000,"['Solana', 'Cardano', 'Binance Smart Chain']","['music', 'books', 'travel', 'finance']",Pop RhythmandBlues(R&B) ElectronicDanceMusicRomanceVisiting Friends Long Term Slow TravelInsurance Tax/Audit Consulting
53,male,India,Bangalore,40000,['Cardano'],"['music', 'sports', 'travel', 'finance']",ElectronicDanceMusic Rock PopCricket Field HockeyVolunteer Travel The Package HolidayStock Market
17,female,India,Bangalore,110000,"['Polygon', 'Avalanche', 'Bitcoin']","['sports', 'travel', 'finance']",Field HockeyBusiness TravelProfessional Advisory Wealth Management
